RX,RY,RZ,TX,TY,TZ
1.00031,-0.980801,-1.03723,-113.851,-1226.16,1665.09
1.0093,-0.993668,-1.04635,-111.393,-1235.41,1665.97
1.01519,-0.993534,-1.05083,-108.405,-1244.8,1666.94
1.02215,-0.998837,-1.05901,-105.55,-1254.45,1667.89
1.04019,-0.999873,-1.0626,-102.563,-1263.98,1668.69
1.02895,-0.994502,-1.08351,-100.063,-1274.04,1669.54
1.05047,-0.993576,-1.08318,-96.9067,-1283.61,1670.26
1.05516,-0.990816,-1.09091,-93.8655,-1293.56,1670.98
1.04877,-1.00601,-1.10502,-90.7271,-1304.08,1671.89
1.06817,-0.983854,-1.10062,-87.213,-1313.59,1672.24
1.06575,-0.975054,-1.11021,-84.1667,-1323.3,1672.76
1.07449,-0.9582,-1.11696,-81.3704,-1333.29,1673.1
1.08324,-0.9518,-1.12294,-78.4936,-1343.17,1673.97
1.07406,-0.936948,-1.13085,-75.6058,-1352.63,1674.79
1.0722,-0.922527,-1.13367,-72.6215,-1362.45,1676.11
1.07526,-0.916192,-1.14538,-70.0058,-1372.46,1677.65
1.07874,-0.919438,-1.158,-67.1876,-1382.6,1679.41
1.07745,-0.916869,-1.16908,-64.6972,-1392.27,1681.17
1.07389,-0.926162,-1.17759,-62.0556,-1402.03,1682.77
1.06848,-0.935847,-1.18524,-59.4149,-1411.66,1684.33
1.05869,-0.946926,-1.20197,-57.0911,-1421.21,1685.84
1.05139,-0.946643,-1.20389,-54.2866,-1430.25,1687.26
1.0482,-0.949036,-1.20938,-51.664,-1439.24,1688.64
1.04617,-0.951347,-1.21518,-49.3798,-1447.87,1689.81
1.04097,-0.942383,-1.21786,-46.7839,-1456.15,1691.04
1.03535,-0.935453,-1.22101,-44.5243,-1464.14,1692.11
1.0321,-0.92911,-1.2254,-42.2287,-1472.09,1693.26
1.02621,-0.925505,-1.2319,-39.9082,-1479.9,1694.55
1.02232,-0.931544,-1.24347,-37.5545,-1487.83,1696.07
1.01278,-0.929097,-1.24847,-35.0341,-1495.44,1697.79
1.01576,-0.934264,-1.25363,-32.741,-1503.08,1699.67
0.998165,-0.929229,-1.26707,-30.1274,-1510.72,1701.68
0.997636,-0.932472,-1.27312,-27.8568,-1518.08,1703.73
0.992094,-0.928607,-1.27883,-25.3033,-1525.23,1705.93
0.977229,-0.920942,-1.29647,-22.849,-1532.42,1708.11
0.975387,-0.913268,-1.3012,-20.7951,-1539.13,1710.24
0.975504,-0.901296,-1.30678,-18.4708,-1545.58,1712.42
0.971389,-0.886788,-1.31202,-16.2228,-1551.72,1714.55
0.972249,-0.874999,-1.31565,-14.1502,-1557.65,1716.85
0.968276,-0.866159,-1.32317,-11.8177,-1563.4,1719.01
0.960447,-0.857646,-1.33422,-9.48185,-1569.02,1721.16
0.949645,-0.851593,-1.34446,-7.22823,-1574.38,1723.2
0.939534,-0.847429,-1.35586,-4.95111,-1579.57,1725.23
0.907385,-0.840937,-1.38238,-2.84819,-1584.63,1727.1
0.904532,-0.842019,-1.39034,-0.829349,-1589.3,1729.09
0.885577,-0.841375,-1.40853,1.25056,-1593.9,1730.88
0.880756,-0.847735,-1.41755,3.32892,-1598.03,1732.42
0.864782,-0.848219,-1.43505,5.36207,-1602.15,1733.92
0.859425,-0.849494,-1.44326,7.2738,-1605.97,1735.24
0.844553,-0.846112,-1.45729,9.12337,-1609.78,1736.58
0.832019,-0.844662,-1.46956,10.9115,-1613.51,1737.82
0.821512,-0.843818,-1.48013,12.7798,-1617.16,1739
0.813228,-0.843652,-1.48914,14.5461,-1620.78,1740.06
0.803392,-0.840682,-1.49911,16.1599,-1624.37,1741.12
0.791213,-0.837541,-1.50768,17.6346,-1627.95,1742.12
0.780474,-0.832264,-1.51386,18.9392,-1631.46,1743.04
0.773738,-0.830808,-1.51862,20.2892,-1634.88,1743.8
0.770719,-0.829542,-1.5211,21.4863,-1638.19,1744.5
0.764443,-0.82469,-1.52314,22.3695,-1641.45,1745.12
0.766313,-0.824556,-1.52267,23.2894,-1644.46,1745.55
0.76169,-0.82128,-1.52513,23.8707,-1647.38,1745.92
0.755278,-0.818495,-1.52794,24.2793,-1650.18,1746.16
0.755003,-0.81749,-1.529,24.6414,-1652.8,1746.27
0.754061,-0.816095,-1.52964,24.7882,-1655.34,1746.32
0.755715,-0.816998,-1.53003,24.8268,-1657.75,1746.31
0.757459,-0.816438,-1.5301,24.7401,-1660.15,1746.24
0.75612,-0.815659,-1.52989,24.2987,-1662.44,1746.17
0.760088,-0.815918,-1.52907,23.8513,-1664.59,1746
0.76076,-0.815879,-1.5295,23.0908,-1666.73,1745.81
0.761948,-0.814681,-1.52897,22.1857,-1668.76,1745.53
0.764143,-0.815371,-1.52783,21.167,-1670.71,1745.21
0.771718,-0.81808,-1.52401,20.1001,-1672.56,1744.86
0.770364,-0.816523,-1.5261,18.7922,-1674.44,1744.56
0.778385,-0.818724,-1.52007,17.4065,-1676.12,1744.13
0.78045,-0.819393,-1.51895,15.9047,-1677.81,1743.76
0.784062,-0.820086,-1.51696,14.293,-1679.41,1743.38
0.790736,-0.82284,-1.51335,12.7136,-1680.9,1742.97
0.792806,-0.823732,-1.51215,11.0195,-1682.31,1742.57
0.798824,-0.826294,-1.50979,9.34499,-1683.6,1742.16
0.798275,-0.825974,-1.50962,7.53162,-1684.94,1741.9
0.800504,-0.829496,-1.51191,5.85954,-1686.21,1741.64
0.805169,-0.831027,-1.50963,4.01207,-1687.37,1741.4
0.806783,-0.831142,-1.51144,2.17066,-1688.5,1741.22
0.803874,-0.830129,-1.51634,0.475978,-1689.65,1740.9
0.818778,-0.834391,-1.51019,-1.49367,-1690.48,1740.72
0.815064,-0.833075,-1.51466,-3.49802,-1691.47,1740.57
0.826234,-0.838304,-1.50993,-5.43206,-1692.16,1740.25
0.82545,-0.840073,-1.51222,-7.60343,-1692.91,1740.01
0.828973,-0.84513,-1.51267,-9.73851,-1693.45,1739.67
0.833851,-0.851552,-1.51352,-11.9301,-1693.79,1739.29
0.830077,-0.855449,-1.51813,-14.3402,-1694.09,1738.95
0.837407,-0.862237,-1.51834,-16.6655,-1694.16,1738.51
0.828411,-0.86659,-1.52621,-19.1174,-1694.2,1737.98
0.837716,-0.874322,-1.52509,-21.6426,-1694,1737.57
0.84567,-0.883782,-1.52265,-24.1827,-1693.73,1736.99
0.847773,-0.890309,-1.52497,-26.7658,-1693.41,1736.46
0.853064,-0.897093,-1.52621,-29.3693,-1693,1735.89
0.857864,-0.903655,-1.52782,-31.9293,-1692.51,1735.36
0.860112,-0.909092,-1.53138,-34.5566,-1691.95,1734.83
0.860146,-0.913598,-1.53905,-37.1143,-1691.33,1734.33
0.861043,-0.923096,-1.53974,-39.7825,-1690.59,1733.62
0.856691,-0.927747,-1.54697,-42.3885,-1689.87,1733.03
0.861844,-0.936303,-1.54788,-44.9096,-1688.9,1732.37
0.860965,-0.940802,-1.552,-47.4962,-1688.03,1731.74
0.862113,-0.94471,-1.55486,-50.0818,-1687.03,1731.08
0.863876,-0.952319,-1.55823,-52.5668,-1685.87,1730.34
0.868878,-0.959857,-1.55926,-55.052,-1684.56,1729.54
0.869698,-0.964447,-1.56278,-57.5928,-1683.21,1728.69
0.869384,-0.971733,-1.56661,-60.1928,-1681.81,1727.84
0.871389,-0.977255,-1.56906,-62.8085,-1680.34,1726.96
0.876426,-0.980217,-1.57114,-65.3882,-1678.86,1726.18
0.879748,-0.985251,-1.57465,-68.0445,-1677.38,1725.51
0.885072,-0.988768,-1.57628,-70.7542,-1675.93,1724.85
0.890969,-0.992912,-1.5782,-73.5294,-1674.46,1724.26
0.897962,-0.998334,-1.58051,-76.3257,-1672.96,1723.76
0.901742,-1.00154,-1.58366,-79.1841,-1671.43,1723.36
0.908151,-1.0079,-1.58776,-82.0457,-1669.81,1722.91
0.91797,-1.01524,-1.58833,-84.8241,-1668.06,1722.36
0.923471,-1.02055,-1.5895,-87.6867,-1666.28,1721.74
0.924702,-1.02493,-1.59226,-90.5859,-1664.48,1721.17
0.931692,-1.03072,-1.59218,-93.3326,-1662.56,1720.58
0.930954,-1.03301,-1.59563,-96.2572,-1660.74,1720.11
0.93697,-1.03866,-1.59656,-99.0216,-1658.82,1719.61
0.941837,-1.04333,-1.59883,-101.863,-1656.92,1719.2
0.944804,-1.04946,-1.60338,-104.699,-1654.96,1718.77
0.950075,-1.05552,-1.60673,-107.481,-1652.88,1718.27
0.955176,-1.06492,-1.61024,-110.177,-1650.74,1717.69
0.955982,-1.07355,-1.61613,-113.038,-1648.56,1716.97
0.956931,-1.08602,-1.61842,-115.817,-1646.36,1716.11
0.959059,-1.09597,-1.62267,-118.495,-1644.34,1715.32
0.954761,-1.10818,-1.62284,-121.344,-1642.35,1714.45
0.951551,-1.11644,-1.6279,-124.034,-1640.68,1713.68
0.949131,-1.12644,-1.6291,-126.677,-1638.99,1712.84
0.943834,-1.13859,-1.62734,-129.405,-1637.42,1711.89
0.948163,-1.15141,-1.62168,-132.06,-1635.53,1711.22
0.935732,-1.1564,-1.63291,-134.632,-1634.58,1710.54
0.934694,-1.16803,-1.62978,-137.232,-1633.23,1709.71
0.937515,-1.17978,-1.62368,-139.789,-1631.91,1709.08
0.924331,-1.18421,-1.63384,-142.254,-1631.46,1708.33
0.917903,-1.19185,-1.63666,-144.726,-1630.86,1707.71
0.916719,-1.2,-1.63706,-147.191,-1630.32,1707.34
0.910742,-1.20381,-1.64233,-149.638,-1630.16,1706.91
0.908931,-1.20865,-1.6459,-152.049,-1629.93,1706.65
0.905481,-1.20992,-1.65476,-154.448,-1629.99,1706.59
0.903522,-1.2154,-1.65713,-156.887,-1630.18,1706.28
0.903857,-1.21934,-1.66161,-159.308,-1630.4,1706.25
0.904711,-1.22255,-1.66559,-161.735,-1630.72,1706.2
0.899048,-1.2243,-1.67441,-164.157,-1631.47,1706.04
0.90122,-1.22887,-1.67529,-166.66,-1632.05,1705.97
0.896614,-1.23142,-1.68249,-169.18,-1633.06,1705.84
0.898113,-1.23608,-1.68456,-171.704,-1633.95,1705.87
0.90735,-1.24134,-1.68101,-174.202,-1634.67,1705.94
0.906866,-1.2444,-1.68449,-176.807,-1635.9,1705.98
0.904748,-1.24898,-1.68789,-179.205,-1638.14,1706.1
0.903551,-1.25266,-1.69065,-181.882,-1639.61,1706.14
0.904315,-1.2591,-1.6873,-184.578,-1641.25,1705.97
0.903495,-1.26042,-1.69618,-187.177,-1642.88,1706.1
0.901718,-1.26634,-1.69691,-190.011,-1644.55,1705.78
0.903534,-1.27178,-1.69683,-192.776,-1646.49,1705.7
0.902407,-1.27816,-1.69843,-195.57,-1648.7,1705.36
0.903774,-1.28629,-1.69648,-198.442,-1650.7,1704.91
0.899678,-1.29026,-1.70165,-201.36,-1653,1704.28
0.902988,-1.29815,-1.69878,-204.345,-1655.13,1703.59
0.89748,-1.3,-1.70345,-207.43,-1657.68,1702.63
0.903246,-1.30917,-1.69797,-210.523,-1659.95,1701.54
0.902062,-1.31433,-1.69977,-213.747,-1662.32,1700.34
0.901885,-1.3197,-1.69901,-217.035,-1664.96,1698.87
0.907759,-1.32839,-1.68987,-220.37,-1667.72,1697.6
0.90652,-1.32914,-1.69427,-223.794,-1670.56,1696.2
0.911202,-1.33792,-1.6838,-227.358,-1673.38,1694.85
0.910256,-1.33851,-1.68982,-231.035,-1676.52,1693.59
0.911785,-1.33981,-1.68859,-234.762,-1679.73,1692.5
0.91883,-1.34045,-1.68825,-238.505,-1682.86,1691.27
0.924377,-1.34054,-1.68852,-242.359,-1686.18,1690.27
0.927462,-1.34145,-1.68905,-246.304,-1689.57,1689.34
0.93809,-1.34549,-1.68464,-250.249,-1693.15,1688.39
0.94388,-1.34664,-1.68272,-254.463,-1696.8,1687.8
0.945355,-1.34444,-1.69147,-258.795,-1700.43,1687.35
0.953696,-1.35219,-1.68762,-263.115,-1704.39,1687.09
0.95784,-1.35704,-1.68802,-267.564,-1708.31,1686.8
0.959455,-1.36244,-1.68696,-272.14,-1712.3,1686.53
0.964282,-1.37302,-1.67845,-276.716,-1716.45,1686.18
0.962933,-1.38119,-1.67571,-281.278,-1720.44,1685.78
0.96301,-1.39205,-1.6677,-285.879,-1724.47,1685.45
0.962801,-1.40045,-1.66455,-290.569,-1728.36,1684.93
0.964425,-1.41113,-1.6557,-295.226,-1732.31,1684.44
0.966517,-1.42143,-1.65087,-299.981,-1736.04,1683.75
0.964144,-1.42951,-1.65228,-304.743,-1739.6,1682.89
0.96771,-1.44613,-1.64141,-309.473,-1743.36,1681.87
0.967601,-1.45809,-1.63533,-314.263,-1746.89,1680.68
0.965356,-1.46896,-1.63567,-319.094,-1750.34,1679.21
0.966833,-1.482,-1.62868,-323.871,-1753.87,1677.72
0.967712,-1.493,-1.62544,-328.695,-1757.28,1676.04
0.972261,-1.50346,-1.616,-333.524,-1760.83,1674.39
0.974912,-1.5132,-1.60904,-338.374,-1764.3,1672.7
0.977821,-1.51881,-1.6052,-343.196,-1767.67,1670.88
0.983613,-1.52581,-1.59767,-347.976,-1770.93,1668.91
0.98921,-1.53346,-1.58698,-352.712,-1774.26,1666.98
0.992463,-1.53918,-1.58458,-357.429,-1777.4,1664.99
0.997219,-1.54508,-1.57514,-362.115,-1780.61,1663.12
1.00119,-1.54902,-1.57036,-366.75,-1783.79,1661.14
1.00797,-1.55562,-1.56048,-371.273,-1786.98,1659.42
1.01438,-1.56047,-1.55315,-375.739,-1790.02,1657.67
1.01849,-1.56547,-1.54868,-380.049,-1792.99,1655.93
1.02075,-1.56947,-1.5455,-384.244,-1795.84,1654.26
1.0266,-1.57588,-1.5402,-388.246,-1798.63,1652.7
1.03008,-1.58104,-1.53974,-392.107,-1801.33,1651.16
1.03254,-1.58686,-1.53786,-395.83,-1803.93,1649.75
1.03652,-1.59375,-1.53459,-399.405,-1806.53,1648.47
1.04002,-1.59771,-1.5333,-402.903,-1809,1647.32
1.04054,-1.60147,-1.53496,-406.302,-1811.47,1646.33
1.04587,-1.60546,-1.53104,-409.577,-1813.93,1645.51
1.04965,-1.60869,-1.52799,-412.776,-1816.35,1644.82
1.05352,-1.61055,-1.52499,-415.874,-1818.77,1644.24
1.05457,-1.61009,-1.52641,-418.771,-1821.15,1643.77
1.05736,-1.61024,-1.52503,-421.588,-1823.48,1643.36
1.05892,-1.61155,-1.52507,-424.255,-1825.72,1642.96
1.06055,-1.6117,-1.52469,-426.818,-1828.01,1642.65
1.06238,-1.61223,-1.5244,-429.247,-1830.13,1642.38
1.05922,-1.6086,-1.53579,-431.545,-1832.2,1642.27
1.05935,-1.60958,-1.53825,-433.701,-1834.3,1641.91
1.06797,-1.60012,-1.52657,-435.325,-1836.22,1641.31
1.06888,-1.6024,-1.526,-437.27,-1838.05,1640.93
1.06471,-1.59984,-1.53681,-439.092,-1839.73,1640.71
1.06893,-1.60589,-1.52653,-440.929,-1841.55,1640.13
1.06759,-1.60739,-1.5284,-442.7,-1843.22,1639.7
1.06727,-1.60465,-1.53389,-444.366,-1844.72,1639.46
1.06578,-1.6047,-1.53612,-446.083,-1846.55,1638.99
1.07025,-1.60861,-1.52592,-447.847,-1848.21,1638.39
1.07092,-1.60821,-1.5258,-449.525,-1849.77,1637.86
1.06994,-1.60526,-1.53267,-451.199,-1850.99,1637.48
1.07072,-1.60458,-1.53264,-452.789,-1852.43,1636.82
1.07313,-1.60835,-1.52569,-454.459,-1853.92,1635.95
1.0696,-1.60432,-1.53557,-456.023,-1855.22,1635.38
1.06911,-1.60566,-1.53574,-457.614,-1856.37,1634.65
1.07562,-1.61159,-1.52407,-459.262,-1857.35,1633.83
1.0654,-1.6051,-1.54131,-460.872,-1858.67,1633.16
1.07281,-1.61117,-1.53073,-462.561,-1859.24,1632.28
1.0719,-1.60929,-1.53495,-464.082,-1860.02,1631.65
1.07472,-1.61403,-1.52703,-465.758,-1860.96,1630.7
1.07013,-1.6091,-1.53667,-467.324,-1861.86,1630.09
1.07065,-1.61176,-1.53503,-468.974,-1862.6,1629.4
1.07561,-1.61482,-1.52717,-470.561,-1863.2,1628.64
1.07379,-1.61206,-1.53635,-471.999,-1863.86,1628.1
1.07422,-1.61071,-1.53945,-473.46,-1864.5,1627.37
1.07504,-1.61278,-1.53585,-474.834,-1865.16,1626.68
1.07703,-1.61776,-1.53174,-476.282,-1865.23,1626.19
1.07625,-1.61641,-1.53556,-477.571,-1865.75,1625.46
1.08054,-1.62112,-1.52759,-478.783,-1865.84,1625
1.07958,-1.61795,-1.53496,-479.881,-1866.49,1624.29
1.07026,-1.6112,-1.55158,-481.233,-1866.64,1623.66
1.07537,-1.61222,-1.54777,-482.192,-1866.73,1623.21
1.0817,-1.6118,-1.54268,-482.997,-1867.53,1622.64
1.07953,-1.60928,-1.5497,-484.13,-1867.26,1622.26
1.0838,-1.60771,-1.54645,-484.896,-1868.06,1621.81
1.08957,-1.60754,-1.54126,-485.79,-1867.93,1621.46
1.08805,-1.60607,-1.54717,-486.865,-1867.47,1621.16
1.09259,-1.60256,-1.54579,-487.478,-1868.33,1620.72
1.09633,-1.60138,-1.5434,-488.349,-1868.12,1620.51
1.09,-1.59441,-1.55559,-489.393,-1867.84,1620.39
1.08721,-1.58569,-1.56537,-490.192,-1868.22,1620.07
1.09795,-1.58811,-1.55316,-490.898,-1868.35,1620.01
1.10314,-1.58596,-1.54831,-491.843,-1868.02,1619.82
1.09567,-1.57499,-1.56558,-492.809,-1867.64,1619.8
1.09883,-1.57388,-1.56124,-493.787,-1867.13,1619.69
1.09704,-1.56681,-1.56598,-494.763,-1866.9,1619.55
1.09911,-1.5628,-1.56311,-495.586,-1867.41,1619.28
1.09222,-1.5541,-1.57488,-496.76,-1866.77,1619.03
1.09358,-1.55208,-1.57062,-497.902,-1866.09,1618.83
1.09298,-1.55021,-1.5695,-498.785,-1866.51,1618.35
1.09243,-1.55267,-1.56188,-500.009,-1865.74,1617.8
1.08625,-1.54864,-1.56921,-501.144,-1865.36,1617.18
1.08554,-1.55245,-1.56285,-502.411,-1864.47,1616.64
1.07652,-1.54794,-1.5723,-503.609,-1864.13,1615.81
1.07893,-1.55363,-1.56212,-504.9,-1863.04,1615.17
1.07522,-1.55021,-1.56821,-506.175,-1862.57,1614.3
1.07543,-1.55214,-1.56645,-507.503,-1861.89,1613.33
1.07015,-1.54757,-1.57455,-508.826,-1861.42,1612.44
1.07267,-1.55076,-1.5688,-510.245,-1860.22,1611.56
1.07265,-1.55058,-1.56673,-511.662,-1859.57,1610.34
1.06923,-1.54409,-1.5747,-513.089,-1858.89,1609.38
1.06762,-1.54376,-1.57514,-514.616,-1858.02,1608.26
1.07397,-1.54552,-1.56748,-516.217,-1857.05,1607.08
1.07567,-1.54433,-1.56712,-517.722,-1855.91,1606.17
1.07576,-1.54112,-1.56959,-519.38,-1855.04,1604.9
1.07911,-1.54185,-1.56783,-521.015,-1854.06,1603.67
1.07794,-1.53941,-1.5677,-522.687,-1853.17,1602.39
1.07336,-1.53206,-1.58062,-524.279,-1852.68,1600.84
1.08039,-1.53917,-1.56635,-526.049,-1851.21,1599.71
1.08294,-1.53976,-1.56763,-527.675,-1850.08,1598.31
1.08681,-1.53948,-1.56853,-529.36,-1848.65,1597.09
1.08154,-1.53416,-1.5789,-531.025,-1848.06,1595.49
1.07329,-1.52845,-1.59302,-532.921,-1846.6,1594.04
1.08467,-1.53709,-1.57657,-534.505,-1845.51,1592.57
1.08323,-1.5347,-1.57918,-536.26,-1844.17,1591.05
1.08753,-1.5386,-1.57183,-538.027,-1842.87,1589.53
1.08805,-1.53724,-1.57367,-539.811,-1841.57,1587.9
1.09211,-1.542,-1.56603,-541.651,-1840.35,1586.28
1.09167,-1.54003,-1.56967,-543.479,-1839.38,1584.71
1.09265,-1.5419,-1.56946,-545.305,-1838.39,1583.29
1.09863,-1.54253,-1.56673,-547.225,-1837.04,1581.72
1.101,-1.54316,-1.56944,-549.117,-1836.06,1580.27
1.09497,-1.53387,-1.57723,-551.174,-1834.69,1578.78
1.11326,-1.54445,-1.54961,-552.934,-1833.48,1577.42
1.108,-1.53144,-1.56286,-554.848,-1833.03,1575.72
1.11209,-1.52991,-1.55926,-556.847,-1831.96,1574.33
1.11201,-1.52537,-1.55554,-558.832,-1830.76,1572.84
1.12296,-1.53101,-1.53568,-560.932,-1829.17,1571.42
1.11704,-1.52248,-1.54472,-562.996,-1828.89,1569.75
1.11332,-1.52028,-1.54512,-564.894,-1827.48,1568.12
1.11338,-1.52218,-1.53823,-566.888,-1826.06,1566.55
1.11102,-1.52007,-1.5413,-568.796,-1824.84,1564.9
1.11156,-1.52285,-1.53442,-570.744,-1823.81,1563.17
1.10996,-1.52418,-1.53502,-572.74,-1822.38,1561.51
1.11112,-1.52892,-1.52757,-574.667,-1821.07,1559.92
1.10806,-1.52724,-1.53167,-576.608,-1819.76,1558.23
1.10879,-1.53131,-1.52578,-578.535,-1818.66,1556.47
1.10776,-1.53172,-1.52408,-580.45,-1817.21,1554.8
1.10741,-1.53447,-1.52001,-582.255,-1815.88,1553.29
1.10673,-1.53273,-1.52363,-584.149,-1814.5,1551.53
1.10751,-1.53499,-1.51882,-585.961,-1813.19,1549.96
1.10742,-1.53446,-1.51749,-587.868,-1811.92,1548.2
1.10903,-1.53684,-1.51295,-589.636,-1810.59,1546.66
1.10791,-1.53388,-1.51613,-591.495,-1809.26,1545.09
1.1098,-1.53731,-1.51047,-593.268,-1807.88,1543.57
1.10991,-1.53796,-1.50771,-595.06,-1806.53,1542.03
1.10875,-1.53738,-1.51016,-596.714,-1805.54,1540.47
1.10788,-1.53616,-1.51133,-598.501,-1804.49,1538.82
1.11419,-1.54388,-1.49929,-600.217,-1802.75,1537.57
1.10851,-1.53731,-1.50927,-601.971,-1802.17,1535.92
1.10861,-1.53854,-1.50638,-603.579,-1801.05,1534.48
1.10741,-1.53731,-1.50702,-605.324,-1799.85,1533.04
1.10735,-1.53919,-1.50548,-606.892,-1798.62,1531.58
1.10583,-1.53943,-1.50507,-608.509,-1797.46,1530.19
1.1067,-1.53996,-1.50451,-610.011,-1796.2,1528.7
1.10245,-1.53914,-1.5066,-611.589,-1795.11,1527.41
1.10516,-1.53785,-1.50532,-612.981,-1793.81,1525.83
1.10337,-1.53798,-1.50556,-614.469,-1792.59,1524.4
1.10337,-1.53828,-1.50588,-615.853,-1791.31,1522.85
1.10224,-1.541,-1.50348,-617.236,-1790.04,1521.38
1.09899,-1.53965,-1.50511,-618.635,-1788.74,1519.82
1.09974,-1.54263,-1.50283,-619.941,-1787.47,1518.31
1.0965,-1.54337,-1.50217,-621.328,-1786.43,1516.81
1.09609,-1.54406,-1.5019,-622.715,-1785.13,1515.38
1.09473,-1.54507,-1.5013,-624.039,-1783.99,1513.93
1.09322,-1.5445,-1.50229,-625.364,-1782.9,1512.52
1.09175,-1.54373,-1.50136,-626.671,-1781.86,1511.18
1.09153,-1.54446,-1.501,-627.837,-1780.71,1509.71
1.08923,-1.54219,-1.50344,-629.08,-1779.69,1508.33
1.08776,-1.5416,-1.50444,-630.178,-1778.6,1506.84
1.09017,-1.54296,-1.5018,-631.204,-1777.56,1505.45
1.08773,-1.54345,-1.50104,-632.313,-1776.5,1504.09
1.09389,-1.5451,-1.49731,-633.288,-1774.96,1502.83
1.08546,-1.54154,-1.50559,-634.153,-1774.66,1501.38
1.08658,-1.53986,-1.50755,-635.006,-1773.59,1499.97
1.08969,-1.54294,-1.50305,-635.875,-1772.31,1498.95
1.08799,-1.54111,-1.50636,-636.584,-1771.59,1497.77
1.08768,-1.53999,-1.50951,-637.27,-1770.93,1496.63
1.0861,-1.54076,-1.50999,-638.11,-1769.95,1495.76
1.08467,-1.53954,-1.50951,-638.854,-1769.24,1494.84
1.08645,-1.54428,-1.50143,-639.653,-1768.18,1494.19
1.08616,-1.5399,-1.50665,-640.195,-1767.67,1493.26
1.08614,-1.54121,-1.50477,-640.828,-1766.8,1492.66
1.08691,-1.54197,-1.50257,-641.404,-1765.91,1492.06
1.08217,-1.53988,-1.50796,-641.891,-1765.46,1491.27
1.07726,-1.53562,-1.51567,-642.262,-1765.27,1490.5
1.07859,-1.53887,-1.51171,-642.678,-1764.36,1490.03
1.07738,-1.54318,-1.50867,-643.062,-1763.67,1489.65
1.0792,-1.54555,-1.50624,-643.304,-1762.82,1489.17
1.07387,-1.54019,-1.51721,-643.495,-1762.66,1488.49
1.07476,-1.54089,-1.51643,-643.66,-1762.14,1488.17
1.07592,-1.5399,-1.51645,-643.766,-1761.79,1487.86
1.07879,-1.54069,-1.51331,-643.886,-1761.29,1487.67
1.07683,-1.54162,-1.51217,-644.003,-1761.16,1487.63
1.07768,-1.53579,-1.51797,-643.927,-1760.99,1487.36
1.07892,-1.53558,-1.51665,-643.889,-1760.61,1487.42
1.08004,-1.53362,-1.51727,-643.751,-1760.46,1487.47
1.08088,-1.53162,-1.51818,-643.596,-1760.33,1487.6
1.08088,-1.52926,-1.51903,-643.381,-1760.27,1487.8
1.08049,-1.52646,-1.5221,-643.064,-1760.32,1488.05
1.0814,-1.52676,-1.52089,-642.785,-1759.85,1488.47
1.08042,-1.52502,-1.52339,-642.363,-1759.85,1488.8
1.07887,-1.52504,-1.52391,-641.875,-1760.01,1489.19
1.08252,-1.52562,-1.51937,-641.374,-1759.72,1489.81
1.08058,-1.52338,-1.52152,-640.768,-1760.03,1490.31
1.08502,-1.52359,-1.51702,-640.23,-1760.12,1491.08
1.08279,-1.52234,-1.51681,-639.592,-1759.86,1491.93
1.07865,-1.51752,-1.51953,-638.825,-1760.46,1492.72
1.07981,-1.51634,-1.5179,-638.072,-1760.58,1493.68
1.07725,-1.51409,-1.51963,-637.209,-1760.89,1494.65
1.07842,-1.5147,-1.51449,-636.287,-1761.21,1495.66
1.08127,-1.51507,-1.5098,-635.303,-1760.93,1497.04
1.08111,-1.51173,-1.51307,-634.197,-1761.71,1498.11
1.07879,-1.50853,-1.51507,-632.908,-1762,1499.46
1.07847,-1.50598,-1.51739,-631.57,-1762.58,1500.93
1.0794,-1.50308,-1.52053,-630.164,-1763.03,1502.26
1.08002,-1.50176,-1.52022,-628.657,-1763.73,1503.85
1.07991,-1.50094,-1.52022,-627.064,-1764.31,1505.36
1.08654,-1.50668,-1.51182,-625.398,-1764.47,1507.21
1.08525,-1.50541,-1.51557,-623.648,-1765.06,1508.89
1.09061,-1.51101,-1.50811,-621.745,-1765.49,1510.82
1.08999,-1.50745,-1.51239,-619.7,-1766.27,1512.54
1.08922,-1.50568,-1.51445,-617.49,-1767.38,1514.42
1.09529,-1.50981,-1.50628,-615.228,-1767.71,1516.41
1.09858,-1.52847,-1.49769,-613.177,-1768.24,1518.51
1.10225,-1.53008,-1.49288,-610.582,-1768.8,1520.57
1.10128,-1.53075,-1.49163,-607.82,-1769.94,1522.61
1.09932,-1.52847,-1.49613,-604.922,-1771.01,1524.99
1.09881,-1.5293,-1.49592,-601.924,-1772.41,1527.44
1.1061,-1.53192,-1.49105,-598.901,-1772.88,1530.19
1.10777,-1.53324,-1.49179,-595.589,-1774.04,1532.92
1.11372,-1.53916,-1.48511,-592.209,-1774.74,1535.84
1.11396,-1.54168,-1.48634,-588.544,-1776.01,1538.61
1.11504,-1.54454,-1.48448,-584.668,-1777.17,1541.37
1.12038,-1.54822,-1.47908,-580.632,-1777.91,1544.33
1.11764,-1.54559,-1.48355,-576.31,-1779.1,1547.26
1.11686,-1.54054,-1.48871,-571.781,-1780.51,1550.34
1.11854,-1.53662,-1.49255,-566.993,-1781.5,1553.72
1.12181,-1.53054,-1.49625,-562.039,-1782.56,1557.15
1.12821,-1.53012,-1.49099,-556.824,-1783.55,1560.61
1.12778,-1.5244,-1.49536,-551.391,-1784.57,1564.15
1.12936,-1.52224,-1.49123,-545.723,-1785.52,1567.59
