RX,RY,RZ,TX,TY,TZ
1.10251,-1.67494,-2.04536,-517.98,-2116.58,1487.82
1.09962,-1.6764,-2.04673,-517.964,-2116.2,1487.44
1.10015,-1.68223,-2.04212,-517.753,-2115.77,1487.09
1.09893,-1.68382,-2.04199,-517.458,-2115.28,1486.95
1.09793,-1.68557,-2.04078,-517.028,-2114.8,1486.97
1.09891,-1.68911,-2.03746,-516.497,-2114.32,1487.15
1.09943,-1.69163,-2.03362,-515.889,-2113.82,1487.41
1.10007,-1.69346,-2.02935,-515.101,-2113.22,1487.77
1.10387,-1.69776,-2.02229,-514.209,-2112.61,1488.16
1.10171,-1.69582,-2.02371,-513.221,-2111.92,1488.65
1.09969,-1.69477,-2.02182,-512.091,-2111.19,1489.31
1.10062,-1.69933,-2.01484,-510.842,-2110.44,1490.06
1.10051,-1.70132,-2.0108,-509.49,-2109.6,1490.86
1.10155,-1.70282,-2.00415,-507.951,-2108.76,1491.63
1.09856,-1.70253,-2.00093,-506.477,-2107.81,1492.59
1.09512,-1.69911,-2.00012,-504.792,-2106.81,1493.66
1.09888,-1.70414,-1.99104,-502.983,-2105.84,1494.72
1.09477,-1.69865,-1.99211,-501.083,-2104.71,1495.92
1.09437,-1.70103,-1.9858,-499.071,-2103.52,1497.22
1.09582,-1.7013,-1.98199,-496.809,-2102.36,1498.43
1.09389,-1.70216,-1.97699,-494.651,-2101.04,1499.87
1.08961,-1.69762,-1.98037,-492.243,-2099.58,1501.18
1.08899,-1.69632,-1.9752,-489.817,-2098.19,1502.74
1.08937,-1.69637,-1.96983,-487.315,-2096.69,1504.33
1.08465,-1.69056,-1.97171,-484.721,-2095.11,1506.02
1.08653,-1.68995,-1.96304,-482,-2093.5,1507.69
1.08594,-1.68935,-1.95792,-479.214,-2091.8,1509.61
1.08492,-1.68575,-1.95488,-476.277,-2089.99,1511.27
1.0826,-1.68581,-1.94648,-473.261,-2088.12,1513.26
1.07886,-1.68056,-1.94445,-470.049,-2086.08,1515.13
1.07571,-1.67959,-1.93918,-466.822,-2083.97,1517.2
1.07379,-1.67766,-1.93272,-463.487,-2081.78,1519.23
1.07279,-1.67556,-1.92814,-460.017,-2079.48,1521.26
1.0716,-1.67482,-1.92193,-456.421,-2077.06,1523.52
1.06609,-1.66927,-1.9208,-452.81,-2074.49,1525.78
1.06634,-1.66911,-1.91412,-448.896,-2071.83,1527.95
1.06397,-1.66844,-1.91237,-444.978,-2068.93,1530.21
1.05968,-1.66837,-1.90239,-440.935,-2065.97,1532.47
1.05395,-1.66202,-1.9053,-436.807,-2062.83,1534.64
1.05423,-1.66325,-1.89281,-432.607,-2059.72,1537.03
1.05235,-1.66114,-1.88697,-428.391,-2056.46,1539.4
1.04923,-1.65603,-1.88363,-424.125,-2053.08,1541.8
1.05165,-1.65543,-1.87174,-419.709,-2049.67,1544.11
1.04606,-1.6488,-1.8707,-415.322,-2046.04,1546.5
1.04526,-1.64662,-1.86221,-410.764,-2042.3,1548.9
1.04388,-1.64318,-1.85813,-406.063,-2038.48,1551.38
1.04202,-1.63867,-1.84963,-401.402,-2034.55,1553.73
1.04451,-1.6348,-1.84296,-396.607,-2030.52,1556.09
1.03947,-1.62171,-1.84442,-391.736,-2026.32,1558.57
1.03445,-1.61684,-1.83699,-386.679,-2022.13,1560.87
1.04196,-1.61578,-1.82274,-381.776,-2017.59,1563.19
1.03852,-1.61079,-1.81701,-376.648,-2013.08,1565.59
1.03573,-1.60298,-1.81449,-371.488,-2008.4,1567.9
1.03193,-1.59578,-1.81517,-366.268,-2003.59,1570.17
1.03352,-1.5927,-1.80487,-360.909,-1998.71,1572.38
1.03095,-1.58014,-1.79505,-355.465,-1993.93,1574.79
1.02936,-1.57364,-1.79194,-349.987,-1988.71,1576.98
1.02962,-1.57417,-1.7839,-344.541,-1983.42,1579.12
1.02763,-1.56751,-1.78103,-339.069,-1977.91,1581.33
1.02643,-1.56519,-1.77584,-333.443,-1972.3,1583.48
1.02387,-1.56378,-1.77022,-327.93,-1966.49,1585.56
1.02421,-1.56093,-1.76449,-322.169,-1960.67,1587.61
1.02117,-1.5555,-1.76592,-316.564,-1954.47,1589.58
1.02255,-1.55249,-1.75778,-310.77,-1948.41,1591.56
1.02045,-1.55123,-1.75129,-305.058,-1942.07,1593.54
1.02196,-1.54966,-1.74351,-299.26,-1935.75,1595.35
1.02056,-1.54949,-1.73278,-293.482,-1929.22,1597.27
1.01699,-1.55151,-1.72572,-287.753,-1922.55,1599.04
1.01455,-1.5471,-1.72264,-282.072,-1915.72,1600.8
1.01769,-1.5478,-1.71322,-276.335,-1908.94,1602.37
1.01488,-1.52826,-1.71313,-270.562,-1902.28,1604.02
1.01154,-1.52317,-1.70495,-264.977,-1895.35,1605.79
1.01721,-1.52084,-1.69541,-259.422,-1888.43,1607.29
1.01916,-1.526,-1.69172,-254.301,-1881.43,1608.84
1.01885,-1.5205,-1.68569,-248.838,-1874.34,1610.47
1.02128,-1.51694,-1.67524,-243.354,-1867.29,1611.98
1.02063,-1.51357,-1.6684,-237.922,-1860.21,1613.45
1.01864,-1.50721,-1.66431,-232.585,-1853.03,1614.9
1.02018,-1.50492,-1.65298,-227.224,-1846.01,1616.38
1.03128,-1.51021,-1.62792,-221.935,-1838.7,1617.84
1.02988,-1.50151,-1.62713,-216.736,-1831.58,1619.33
1.03351,-1.49899,-1.61693,-211.451,-1824.77,1620.86
1.03581,-1.49354,-1.61091,-206.237,-1817.94,1622.39
1.03763,-1.48856,-1.60372,-201.076,-1811.2,1623.94
1.03686,-1.48323,-1.59914,-195.95,-1804.53,1625.5
1.03888,-1.47863,-1.59276,-190.87,-1797.98,1627.01
1.03833,-1.47109,-1.58853,-185.863,-1791.54,1628.6
1.0425,-1.46541,-1.58095,-180.91,-1785.28,1630.19
1.04028,-1.45654,-1.57886,-176.075,-1779.15,1631.83
1.04247,-1.45003,-1.57126,-171.275,-1773.2,1633.47
1.04299,-1.44295,-1.56489,-166.593,-1767.38,1635.09
1.04261,-1.43635,-1.56014,-162.006,-1761.66,1636.72
1.0434,-1.42996,-1.55599,-157.43,-1756.05,1638.28
1.04181,-1.42451,-1.55006,-152.981,-1750.64,1639.9
1.04271,-1.41983,-1.54344,-148.612,-1745.29,1641.37
1.04044,-1.41373,-1.53978,-144.311,-1740.12,1642.87
1.04057,-1.41002,-1.53447,-140.088,-1735.09,1644.29
1.04099,-1.40572,-1.52891,-135.871,-1730.17,1645.7
1.03951,-1.40376,-1.52691,-131.816,-1725.34,1647.05
1.04021,-1.39961,-1.5208,-127.713,-1720.68,1648.37
1.03967,-1.39613,-1.51775,-123.742,-1716.09,1649.66
1.03978,-1.39355,-1.51429,-119.767,-1711.64,1650.93
1.03864,-1.38895,-1.51242,-115.937,-1707.4,1652.19
1.03927,-1.38454,-1.50858,-112.135,-1703.28,1653.43
1.03953,-1.3801,-1.5051,-108.42,-1699.38,1654.66
1.04166,-1.37534,-1.49896,-104.734,-1695.69,1655.88
1.04394,-1.37017,-1.49435,-101.133,-1692.15,1657.11
1.03566,-1.35763,-1.50442,-97.7691,-1688.31,1658.25
1.03923,-1.3548,-1.49719,-94.1437,-1685.04,1659.45
1.03807,-1.34794,-1.49287,-90.7247,-1681.98,1660.65
1.03918,-1.34466,-1.48661,-87.2473,-1678.98,1661.77
1.04048,-1.34076,-1.48142,-83.8469,-1676.13,1662.87
1.03965,-1.33665,-1.47675,-80.5291,-1673.41,1663.96
1.03927,-1.33342,-1.47099,-77.1802,-1670.79,1665.01
1.03777,-1.32955,-1.46652,-73.9686,-1668.29,1665.99
1.03818,-1.32654,-1.46104,-70.7673,-1665.91,1666.88
1.03586,-1.3243,-1.45661,-67.6268,-1663.62,1667.64
1.03487,-1.32175,-1.4511,-64.5366,-1661.44,1668.32
1.03484,-1.3199,-1.44571,-61.4485,-1659.37,1668.87
1.03251,-1.31661,-1.4406,-58.4478,-1657.39,1669.38
1.03189,-1.31438,-1.43494,-55.4706,-1655.55,1669.81
1.02991,-1.31209,-1.43123,-52.572,-1653.85,1670.22
1.02884,-1.30893,-1.42701,-49.7099,-1652.32,1670.59
1.0309,-1.30547,-1.42087,-46.895,-1650.96,1670.85
1.03118,-1.30126,-1.41621,-44.1275,-1649.72,1671.07
1.03613,-1.2991,-1.40968,-41.271,-1648.55,1671.18
1.03161,-1.29351,-1.40915,-38.6599,-1647.59,1671.29
1.03103,-1.28818,-1.40648,-36.0126,-1646.65,1671.35
1.03186,-1.28622,-1.40329,-33.33,-1645.82,1671.36
1.03324,-1.2836,-1.40066,-30.7549,-1645.04,1671.33
1.03328,-1.28196,-1.39896,-28.2579,-1644.38,1671.33
1.03369,-1.27999,-1.39741,-25.8535,-1643.78,1671.3
1.03304,-1.27862,-1.3969,-23.5032,-1643.25,1671.24
1.03483,-1.27797,-1.39486,-21.2474,-1642.8,1671.23
1.0359,-1.27583,-1.39459,-19.1689,-1642.43,1671.25
1.03986,-1.27559,-1.39248,-17.0936,-1642.13,1671.29
1.04165,-1.27462,-1.39184,-15.1894,-1641.93,1671.36
1.04922,-1.27612,-1.38933,-13.2313,-1641.71,1671.34
1.04603,-1.27342,-1.39268,-11.6694,-1641.66,1671.48
1.05334,-1.27602,-1.38946,-9.85772,-1641.53,1671.54
1.05628,-1.27787,-1.38711,-8.26436,-1641.49,1671.67
1.05275,-1.279,-1.38854,-6.77583,-1641.48,1671.77
1.04705,-1.27961,-1.38906,-5.39235,-1641.49,1671.86
1.04593,-1.2827,-1.38667,-3.95346,-1641.43,1671.89
1.04251,-1.28425,-1.38699,-2.58912,-1641.34,1671.95
1.04123,-1.28707,-1.38506,-1.22869,-1641.27,1672.02
1.03969,-1.28943,-1.38453,0.191658,-1641.12,1671.97
1.03851,-1.29033,-1.38465,1.50844,-1640.95,1671.93
1.03852,-1.29167,-1.3832,2.88088,-1640.7,1671.85
1.03863,-1.29432,-1.3831,4.24524,-1640.35,1671.69
1.03766,-1.2953,-1.38388,5.56222,-1639.87,1671.46
1.03803,-1.29789,-1.38417,6.88045,-1639.36,1671.21
1.03677,-1.29946,-1.38597,8.11322,-1638.72,1670.94
1.0352,-1.30037,-1.38756,9.29617,-1638.09,1670.73
1.04127,-1.30404,-1.38406,10.6643,-1637.28,1670.49
1.03805,-1.30379,-1.38604,11.7726,-1636.53,1670.32
1.03893,-1.30393,-1.38605,12.9141,-1635.7,1670.14
1.04249,-1.30545,-1.38377,14.1499,-1634.7,1669.96
1.04199,-1.3056,-1.38371,15.2474,-1633.67,1669.78
1.0461,-1.30725,-1.38021,16.4918,-1632.47,1669.55
1.04585,-1.308,-1.37969,17.6543,-1631.23,1669.36
1.04523,-1.30956,-1.37834,18.8518,-1629.92,1669.22
1.0488,-1.31244,-1.37397,20.1755,-1628.44,1669.11
1.04801,-1.31494,-1.37244,21.3986,-1626.9,1669.01
1.0476,-1.31651,-1.37159,22.6692,-1625.26,1668.94
1.04827,-1.3188,-1.37104,23.9893,-1623.49,1668.85
1.04798,-1.32009,-1.37207,25.3562,-1621.58,1668.82
1.04959,-1.32243,-1.37142,26.7993,-1619.63,1668.8
1.04875,-1.32294,-1.37296,28.1693,-1617.64,1668.87
1.04959,-1.32344,-1.37325,29.5999,-1615.56,1668.93
1.04702,-1.32136,-1.37469,30.9057,-1613.5,1669.09
1.04611,-1.32119,-1.37567,32.2522,-1611.39,1669.31
1.04864,-1.32034,-1.37393,33.5677,-1609.21,1669.56
1.04779,-1.31774,-1.37489,34.7262,-1607.05,1669.85
1.04832,-1.31546,-1.37328,35.8389,-1604.78,1670.12
1.04956,-1.31408,-1.37092,36.9365,-1602.41,1670.35
1.04806,-1.31209,-1.37091,37.8277,-1600.02,1670.58
1.04519,-1.30956,-1.37063,38.5609,-1597.56,1670.81
1.04576,-1.30765,-1.36767,39.2714,-1594.99,1671.01
1.04335,-1.30683,-1.36598,39.8,-1592.38,1671.17
1.0441,-1.30615,-1.36225,40.2359,-1589.65,1671.24
1.04242,-1.30603,-1.35859,40.5459,-1586.84,1671.25
1.03933,-1.30606,-1.35571,40.6701,-1583.92,1671.19
1.03784,-1.30543,-1.35093,40.7023,-1580.9,1671.06
1.04008,-1.30757,-1.34346,40.6915,-1577.71,1670.88
1.03773,-1.30798,-1.33933,40.4846,-1574.46,1670.67
1.03222,-1.30778,-1.33674,40.0651,-1571.15,1670.38
1.02873,-1.30939,-1.33249,39.666,-1567.68,1670
1.02501,-1.31095,-1.32876,39.0991,-1564.11,1669.58
1.02277,-1.3127,-1.32431,38.4949,-1560.41,1669.12
1.02012,-1.31403,-1.32121,37.7633,-1556.6,1668.66
1.01992,-1.31586,-1.31571,36.962,-1552.68,1668.19
1.02009,-1.31804,-1.31103,36.0953,-1548.65,1667.68
1.01924,-1.31989,-1.30789,35.1139,-1544.49,1667.07
1.01782,-1.32223,-1.30517,34.037,-1540.2,1666.41
1.01571,-1.32338,-1.30354,32.8293,-1535.83,1665.76
1.01678,-1.32746,-1.30022,31.6401,-1531.34,1665.05
1.01543,-1.32989,-1.2987,30.3099,-1526.78,1664.39
1.01534,-1.33188,-1.29636,28.8957,-1522.09,1663.73
1.01777,-1.33381,-1.29299,27.4375,-1517.3,1663.05
1.01614,-1.33455,-1.29347,25.8623,-1512.4,1662.37
1.01877,-1.33732,-1.29002,24.2573,-1507.36,1661.62
1.01781,-1.33829,-1.28992,22.6024,-1502.17,1660.88
1.0181,-1.33999,-1.28745,20.8586,-1496.87,1660.13
1.01844,-1.34206,-1.28667,19.0672,-1491.43,1659.4
1.01931,-1.34444,-1.28486,17.219,-1485.85,1658.64
1.01504,-1.3453,-1.28888,15.2982,-1480.19,1657.85
1.01808,-1.34873,-1.28228,13.3119,-1474.29,1657
1.01541,-1.34932,-1.28376,11.2097,-1468.3,1656.19
1.01527,-1.35058,-1.28229,9.13411,-1462.18,1655.44
1.01361,-1.35248,-1.27928,6.9968,-1455.96,1654.59
1.01131,-1.35312,-1.27787,4.80169,-1449.58,1653.81
1.00917,-1.35273,-1.27499,2.53624,-1443.07,1653.05
1.00545,-1.35237,-1.27378,0.255803,-1436.44,1652.28
1.00346,-1.35231,-1.2705,-2.02509,-1429.69,1651.58
1.00056,-1.35288,-1.26556,-4.32446,-1422.87,1650.86
0.997634,-1.35296,-1.26185,-6.68508,-1415.89,1650.31
0.994317,-1.35142,-1.25973,-9.07383,-1408.73,1649.74
0.996534,-1.35123,-1.25442,-11.509,-1401.7,1649.24
0.99078,-1.34947,-1.2559,-13.8477,-1394.36,1648.84
0.991387,-1.34979,-1.24922,-16.2764,-1386.78,1648.47
0.990661,-1.34839,-1.24677,-18.7056,-1379.14,1648.17
0.988177,-1.34407,-1.24522,-21.0995,-1371.41,1648
0.988965,-1.34427,-1.24396,-23.6804,-1363.63,1647.9
0.989197,-1.34101,-1.24478,-26.1635,-1355.84,1647.94
0.990586,-1.33862,-1.2399,-28.7981,-1347.92,1647.97
0.991764,-1.33504,-1.23693,-31.3863,-1340.03,1648.08
0.993513,-1.33216,-1.23431,-33.9121,-1332.06,1648.18
0.994096,-1.33,-1.23151,-36.4835,-1324.09,1648.28
0.990205,-1.32731,-1.23696,-39.1961,-1316.59,1648.28
0.991049,-1.32546,-1.23376,-41.8064,-1308.55,1648.41
0.991262,-1.32224,-1.23166,-44.4612,-1300.52,1648.58
0.992672,-1.32104,-1.22893,-47.1039,-1292.55,1648.81
0.992617,-1.31885,-1.22763,-49.6979,-1284.69,1649.03
0.992431,-1.31876,-1.22141,-52.4911,-1276.8,1649.11
0.993761,-1.31684,-1.21328,-55.05,-1269.07,1649.14
0.992536,-1.32028,-1.20854,-57.6895,-1261.43,1649.09
0.991977,-1.32252,-1.20215,-60.2105,-1253.91,1649.03
0.990756,-1.32401,-1.19696,-62.6809,-1246.49,1648.96
0.991381,-1.32617,-1.18942,-65.1044,-1239.24,1648.93
0.989202,-1.32684,-1.18544,-67.4792,-1232.15,1648.99
0.988241,-1.32797,-1.1816,-69.8015,-1225.19,1649.15
0.985366,-1.32715,-1.18201,-72.0309,-1218.44,1649.38
0.989587,-1.32751,-1.17328,-74.364,-1211.75,1649.6
0.989553,-1.32667,-1.17221,-76.5641,-1205.24,1649.9
0.990312,-1.32366,-1.16973,-78.7724,-1198.89,1650.21
0.994207,-1.32187,-1.1633,-80.8918,-1192.66,1650.49
0.991633,-1.31823,-1.16393,-83.1262,-1186.6,1650.78
0.991699,-1.31408,-1.16158,-85.3423,-1180.64,1651.04
0.990554,-1.30979,-1.15925,-87.4159,-1174.88,1651.3
0.982017,-1.30525,-1.16177,-89.3823,-1169.34,1651.42
0.981644,-1.30179,-1.15418,-91.5589,-1163.76,1651.52
0.980314,-1.29862,-1.14632,-93.7439,-1158.29,1651.56
0.978241,-1.2952,-1.13816,-95.9431,-1152.89,1651.52
0.972558,-1.28698,-1.13112,-98.0291,-1147.55,1651.38
0.970964,-1.28977,-1.1235,-100.323,-1142.27,1651.17
0.980119,-1.30201,-1.1084,-102.974,-1136.89,1650.78
0.978996,-1.30218,-1.09986,-105.12,-1131.77,1650.54
0.970928,-1.29965,-1.1007,-107.068,-1126.8,1650.26
0.967588,-1.29691,-1.0957,-109.318,-1121.76,1649.86
0.968346,-1.29271,-1.08555,-111.522,-1116.83,1649.41
0.967756,-1.29002,-1.07721,-113.698,-1111.99,1648.96
0.963377,-1.27792,-1.07073,-115.675,-1107.26,1648.44
0.968896,-1.28445,-1.05687,-118.316,-1102.41,1647.85
0.964813,-1.27244,-1.04874,-120.394,-1097.81,1647.21
0.961151,-1.27517,-1.04441,-122.958,-1093.2,1646.55
0.954732,-1.26173,-1.04009,-124.627,-1088.94,1645.91
0.954147,-1.26431,-1.02987,-127.212,-1084.46,1645.12
0.949091,-1.25153,-1.02127,-129.306,-1080.15,1644.23
0.94843,-1.25669,-1.01168,-131.884,-1075.81,1643.27
0.940436,-1.24537,-1.00501,-134.086,-1071.57,1642.2
0.938449,-1.24325,-0.994368,-136.384,-1067.36,1641.05
0.934372,-1.2423,-0.985239,-138.805,-1063.11,1639.79
0.930707,-1.24086,-0.976166,-141.193,-1058.87,1638.38
0.929843,-1.252,-0.967009,-143.683,-1054.7,1636.91
0.925728,-1.2501,-0.956683,-146.113,-1050.45,1635.19
0.921635,-1.24906,-0.947228,-148.443,-1046.32,1633.42
0.917928,-1.25058,-0.937214,-150.795,-1042.2,1631.56
0.913204,-1.25305,-0.928388,-153.146,-1038.09,1629.6
0.908823,-1.25404,-0.919428,-155.487,-1034.03,1627.58
0.898625,-1.25788,-0.91664,-157.804,-1030.13,1625.56
0.890587,-1.24897,-0.909638,-159.999,-1026.05,1623.41
0.888497,-1.25914,-0.901678,-161.895,-1022.23,1621.33
0.883038,-1.25363,-0.894816,-164.47,-1018.05,1619
0.878487,-1.25515,-0.88751,-166.67,-1014.1,1616.69
0.874361,-1.25978,-0.879495,-168.77,-1010.21,1614.31
0.863558,-1.24787,-0.872453,-170.465,-1006.41,1611.93
0.859362,-1.25308,-0.86312,-172.549,-1002.61,1609.49
0.864524,-1.25376,-0.847821,-174.415,-998.774,1607
0.867084,-1.2739,-0.83857,-176.857,-995.026,1604.54
0.863116,-1.2774,-0.830753,-178.9,-991.318,1602.14
0.859316,-1.28122,-0.823114,-180.839,-987.654,1599.75
0.848814,-1.26733,-0.817538,-182.081,-984.144,1597.43
0.843695,-1.26634,-0.811651,-184.077,-980.467,1594.98
0.841663,-1.27365,-0.804569,-185.669,-977.029,1592.64
0.839144,-1.27862,-0.79856,-187.299,-973.584,1590.27
0.835771,-1.28106,-0.792784,-189.037,-970.104,1587.78
0.830992,-1.28368,-0.78794,-190.767,-966.649,1585.24
0.837768,-1.3136,-0.778446,-193.151,-963.193,1582.71
0.833149,-1.31768,-0.773402,-194.868,-959.799,1580.15
0.825169,-1.31272,-0.769469,-196.346,-956.461,1577.61
0.821156,-1.31689,-0.764394,-198.019,-953.174,1575.09
0.811015,-1.30503,-0.762777,-199.321,-949.957,1572.55
0.807718,-1.30911,-0.758102,-200.981,-946.79,1570.09
0.814926,-1.33822,-0.74972,-203.318,-943.641,1567.7
0.812187,-1.34126,-0.745961,-204.996,-940.587,1565.36
0.808623,-1.34271,-0.743559,-206.645,-937.624,1563.08
0.806098,-1.34433,-0.740492,-208.293,-934.737,1560.8
0.802978,-1.34539,-0.738055,-209.997,-931.901,1558.55
0.800598,-1.34712,-0.734832,-211.672,-929.133,1556.29
0.797639,-1.34805,-0.73258,-213.369,-926.436,1554.06
0.792494,-1.3428,-0.731311,-214.915,-923.794,1551.84
0.790562,-1.34522,-0.72783,-216.664,-921.165,1549.65
0.790835,-1.35547,-0.723188,-218.55,-918.566,1547.46
0.787687,-1.35862,-0.72022,-220.259,-916.02,1545.21
0.783879,-1.36091,-0.717379,-221.938,-913.52,1542.89
0.781717,-1.36509,-0.712595,-223.642,-911.052,1540.55
0.777678,-1.36773,-0.708952,-225.367,-908.65,1538.18
0.774223,-1.37196,-0.704686,-227.056,-906.284,1535.84
0.770014,-1.37531,-0.700329,-228.759,-903.952,1533.46
0.76544,-1.37882,-0.696588,-230.417,-901.667,1531.06
0.761888,-1.38175,-0.691795,-232.093,-899.414,1528.63
0.75822,-1.38544,-0.687683,-233.74,-897.198,1526.13
0.754371,-1.38773,-0.683609,-235.404,-895.027,1523.57
0.750613,-1.39063,-0.680206,-236.995,-892.925,1520.95
0.747351,-1.39282,-0.676668,-238.601,-890.857,1518.27
0.741411,-1.38954,-0.67537,-239.983,-888.871,1515.51
0.74098,-1.39846,-0.669989,-241.674,-886.947,1512.79
0.737717,-1.40122,-0.66712,-243.159,-885.117,1509.98
0.73449,-1.40278,-0.6641,-244.63,-883.343,1507.16
0.732071,-1.40552,-0.660904,-246.068,-881.628,1504.33
0.730081,-1.4074,-0.657851,-247.528,-879.975,1501.49
0.725464,-1.40436,-0.656691,-248.775,-878.381,1498.62
0.727012,-1.41335,-0.652495,-250.351,-876.82,1495.86
0.725781,-1.41685,-0.650478,-251.631,-875.344,1493.1
0.725551,-1.42046,-0.64871,-252.918,-873.925,1490.39
0.725183,-1.42322,-0.648192,-254.158,-872.568,1487.76
0.720241,-1.42739,-0.654348,-255.391,-871.37,1485.15
0.719778,-1.43161,-0.652542,-256.566,-870.15,1482.7
0.720505,-1.43461,-0.6513,-257.661,-869.052,1480.33
0.725542,-1.43672,-0.647055,-258.59,-868.03,1478.1
0.725152,-1.43931,-0.647019,-259.581,-867.154,1476.05
0.724574,-1.44094,-0.646605,-260.53,-866.386,1474.2
0.723475,-1.44237,-0.646391,-261.448,-865.754,1472.5
0.722437,-1.44362,-0.644991,-262.28,-865.222,1470.98
0.720332,-1.44351,-0.643882,-263.089,-864.803,1469.63
0.717869,-1.44218,-0.643299,-263.902,-864.468,1468.48
0.713717,-1.43619,-0.64367,-264.506,-864.254,1467.45
0.714548,-1.44015,-0.64034,-265.326,-864.127,1466.6
0.713924,-1.43831,-0.63802,-266.029,-864.1,1465.8
0.711963,-1.4367,-0.637612,-266.638,-864.187,1465.06
0.71111,-1.43582,-0.636082,-267.185,-864.394,1464.42
0.711109,-1.43532,-0.634019,-267.677,-864.714,1463.87
0.711339,-1.43602,-0.632598,-268.122,-865.134,1463.43
0.71193,-1.4363,-0.630969,-268.526,-865.646,1463.1
0.712213,-1.4369,-0.630216,-268.864,-866.273,1462.85
0.71247,-1.43807,-0.629837,-269.111,-866.979,1462.73
0.711504,-1.43435,-0.631305,-269.165,-867.79,1462.76
0.715062,-1.44008,-0.629507,-269.424,-868.68,1463.08
0.716165,-1.44089,-0.629851,-269.444,-869.703,1463.6
0.71725,-1.4401,-0.630807,-269.379,-870.835,1464.34
0.718414,-1.4398,-0.631408,-269.219,-872.089,1465.28
0.718142,-1.43325,-0.633311,-268.811,-873.472,1466.44
0.721461,-1.4375,-0.634128,-268.55,-874.961,1467.85
0.723157,-1.4353,-0.63613,-268.074,-876.585,1469.47
0.724609,-1.43279,-0.638417,-267.511,-878.325,1471.33
0.726254,-1.42975,-0.6411,-266.852,-880.199,1473.45
0.729062,-1.42613,-0.643496,-266.083,-882.189,1475.81
0.725675,-1.42245,-0.653644,-265.308,-884.39,1478.34
0.728625,-1.4168,-0.657947,-264.352,-886.658,1481.06
0.734709,-1.41201,-0.655092,-263.247,-888.936,1484.06
0.736638,-1.40755,-0.659535,-262.064,-891.469,1487.17
0.738619,-1.40153,-0.664126,-260.827,-894.142,1490.42
0.740144,-1.39515,-0.668611,-259.475,-896.963,1493.86
0.741659,-1.38827,-0.673453,-258.009,-899.96,1497.48
0.743144,-1.37977,-0.678188,-256.469,-903.101,1501.29
0.744824,-1.37181,-0.682256,-254.778,-906.411,1505.25
0.746505,-1.36281,-0.686164,-253.031,-909.876,1509.31
0.748644,-1.35446,-0.689499,-251.191,-913.493,1513.43
0.749763,-1.34439,-0.693806,-249.281,-917.241,1517.61
0.751599,-1.33435,-0.697342,-247.28,-921.143,1521.84
0.753564,-1.32423,-0.700704,-245.23,-925.171,1526.08
0.755385,-1.31401,-0.704944,-243.09,-929.331,1530.34
0.757944,-1.30299,-0.708805,-240.87,-933.619,1534.57
0.760296,-1.2915,-0.712252,-238.619,-938.038,1538.73
0.763098,-1.28214,-0.716359,-236.27,-942.596,1542.82
0.765957,-1.27306,-0.720174,-233.868,-947.268,1546.85
0.768673,-1.26334,-0.723958,-231.459,-952.069,1550.81
0.76899,-1.24626,-0.729404,-228.775,-957.031,1554.71
0.772226,-1.23715,-0.73373,-226.237,-962.06,1558.6
0.771347,-1.23585,-0.742171,-223.931,-967.213,1562.54
0.776129,-1.22645,-0.747095,-221.221,-972.494,1566.33
0.78004,-1.2175,-0.751915,-218.473,-977.891,1570.11
0.781625,-1.20152,-0.758107,-215.488,-983.454,1573.85
0.779169,-1.17711,-0.766031,-212.182,-989.176,1577.63
0.783518,-1.167,-0.772345,-209.208,-994.984,1581.42
0.788028,-1.15702,-0.778757,-206.173,-1000.91,1585.19
0.806876,-1.17651,-0.78342,-203.64,-1007.14,1589.07
0.814561,-1.17299,-0.789452,-200.477,-1013.41,1592.99
0.818998,-1.16471,-0.797525,-197.194,-1019.76,1596.82
0.805968,-1.12214,-0.808265,-193.196,-1026.06,1600.47
0.810985,-1.11452,-0.817087,-189.777,-1032.69,1604.38
0.816838,-1.10759,-0.826843,-186.316,-1039.45,1608.28
0.82344,-1.10024,-0.836457,-182.79,-1046.38,1612.15
0.82996,-1.09278,-0.846963,-179.226,-1053.42,1615.98
0.836973,-1.08492,-0.85704,-175.655,-1060.61,1619.75
0.84381,-1.07727,-0.867281,-172.018,-1067.93,1623.5
0.854926,-1.07824,-0.879128,-168.692,-1075.38,1627.17
0.861505,-1.0683,-0.890265,-165.039,-1083,1630.78
0.868091,-1.05754,-0.902472,-161.424,-1090.76,1634.26
0.875432,-1.04697,-0.913908,-157.839,-1098.63,1637.61
0.882637,-1.03626,-0.923902,-154.306,-1106.64,1640.73
0.889686,-1.02655,-0.933887,-150.808,-1114.73,1643.65
0.896676,-1.01803,-0.943509,-147.452,-1122.95,1646.36
0.903643,-1.01053,-0.952805,-144.14,-1131.22,1648.88
0.910465,-0.998676,-0.961939,-141.445,-1139.27,1651.09
0.919697,-0.993206,-0.969349,-138.369,-1147.66,1653.19
0.92884,-0.988573,-0.977738,-135.423,-1156.09,1655.09
0.938849,-0.98453,-0.985323,-132.585,-1164.56,1656.8
0.948672,-0.980928,-0.993603,-129.643,-1173.16,1658.39
0.957242,-0.976172,-1.0016,-126.958,-1181.7,1659.8
0.97002,-0.980073,-1.00908,-124.702,-1190.26,1661.02
0.975471,-0.971245,-1.01591,-121.883,-1199.04,1662.21
0.98669,-0.978499,-1.02432,-119.401,-1207.93,1663.3
0.99278,-0.979848,-1.0304,-116.267,-1217.16,1664.27
